Video Name,Total Length of Video in Seconds,Number of Cuts,Cuts per Second,Face-Detection percentage,Face-Size percentage,Number of Words Spoken,Words per Second
Y2Mate.is - $2 Chicken Tikka Masala  But Cheaper-O5l1SMavklI-144p-1660211733746,289.82,181,0.62,0.0,0,607,0.48
