Video Name,Total Length of Video in Seconds,Number of Cuts,Cuts per Second,Face-Detection percentage,Face-Size percentage,Number of Words Spoken,Words per Second
American Grilled Cheese Vs. French Grilled Cheese,304.7,195,0.64,18.38,9.06,539,0.57
